EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Average Job Satisfaction  
1921,1,4,3,2.706425703
1922,3,1,3,2.705905986
1923,4,3,3,2.70659164
1924,4,1,3,2.706473663
1925,2,4,3,2.707160097
1926,4,4,3,2.706639839
1927,4,4,2,2.706119163
1928,3,2,3,2.705598067
1929,1,3,4,2.705882353
1930,3,2,3,2.705763805
1931,4,1,3,2.706048387
1932,4,4,3,2.706736587
1933,1,3,3,2.706214689
1934,4,3,3,2.706096084
1935,3,3,2,2.705977383
1936,4,3,3,2.705858586
1937,4,3,3,2.705739693
1938,3,2,1,2.705620704
1939,3,1,3,2.705906149
1940,2,4,3,2.70659652
1941,3,3,3,2.706072874
1942,3,3,2,2.705953827
1943,2,1,2,2.705834684
1944,4,1,3,2.706526145
1945,2,2,3,2.707218167
1946,4,4,3,2.707505071
1947,2,1,2,2.706980519
1948,1,3,3,2.707673569
1949,3,3,3,2.707554833
1950,4,3,3,2.707436002
1951,4,4,3,2.707317073
1952,1,4,3,2.706791379
1953,2,4,2,2.706265256
1954,4,3,NA,2.705738706
1955,1,4,3,2.705618893
1956,3,4,3,2.70509165
1957,1,2,1,2.704563977
1958,3,2,3,2.704851203
1959,2,3,3,2.705138662
1960,2,4,3,2.70501836
1961,2,1,3,2.704489796
1962,1,4,3,2.70518579
1963,4,4,3,2.704656863
1964,4,3,3,2.704127503
1965,3,1,3,2.704006541
1966,4,1,3,2.704703476
1967,2,4,2,2.705400982
1968,4,4,4,2.70487106
1969,4,3,3,2.704340704
1970,2,4,2,2.704219582
1971,2,4,1,2.703688525
1972,2,2,3,2.703157032
1973,3,2,3,2.703445447
1974,1,3,2,2.703734099
1975,1,1,3,2.703612479
1976,3,3,3,2.704312115
1977,4,2,3,2.704190633
1978,3,3,3,2.704480066
1979,2,3,2,2.704358553
1980,4,2,2,2.70423694
1981,3,1,2,2.704526749
1982,1,3,3,2.705228489
1983,4,4,3,2.705107084
1984,3,3,3,2.704573548
1985,1,3,3,2.704451772
1986,4,4,2,2.704329897
1987,3,1,4,2.70379538
1988,3,4,3,2.704498556
1989,4,4,3,2.703963666
1990,3,1,2,2.703428335
1991,4,1,3,2.704132231
1992,1,3,4,2.704836709
1993,2,1,2,2.70471464
1994,1,1,3,2.705419942
1995,3,1,2,2.706125828
1996,2,3,3,2.706832298
1997,3,3,2,2.706710853
1998,1,4,3,2.706589308
1999,1,3,3,2.706053068
2000,4,2,3,2.705931149
2001,3,3,4,2.706224066
2002,2,1,3,2.706102117
2003,4,4,3,2.706810631
2004,4,1,3,2.706273369
2005,1,3,3,2.706982544
2006,1,3,2,2.706860707
2007,1,4,2,2.706738769
2008,4,4,3,2.706200583
2009,4,4,4,2.705661948
2010,1,3,2,2.705122865
2011,1,2,3,2.705
2012,4,1,3,2.705293872
2013,1,2,3,2.706005004
2014,4,3,3,2.706299541
2015,4,2,3,2.706176962
2016,3,4,3,2.706471816
2017,1,4,NA,2.705931495
2018,2,3,3,2.705390723
2019,2,2,3,2.705267559
2020,3,3,3,2.705562526
2021,3,4,3,2.705439331
2022,4,2,2,2.704897447
2023,1,3,3,2.70519263
2024,4,2,3,2.705069124
2025,3,1,3,2.705364627
2026,1,4,3,2.706079665
2027,3,3,4,2.705536913
2028,4,2,4,2.705413345
2029,3,2,2,2.705709488
2030,1,4,3,2.70600588
2031,3,4,3,2.705462185
2032,1,2,1,2.704918033
2033,4,4,3,2.705214466
2034,4,2,3,2.704669752
2035,4,3,2,2.70496633
2036,4,2,2,2.704842105
2037,2,4,3,2.705139006
2038,2,4,2,2.704593342
2039,3,3,4,2.704047218
2040,3,3,3,2.703922396
2041,3,3,3,2.703797468
2042,1,1,3,2.703672436
2043,2,4,3,2.704391892
2044,3,3,2,2.703844529
2045,3,4,3,2.703719358
2046,4,3,3,2.703171247
2047,2,3,2,2.703045685
2048,3,3,1,2.702920017
2049,4,1,1,2.702794242
2050,2,3,2,2.70351546
2051,3,1,2,2.703389831
2052,2,1,4,2.704111912
2053,4,3,3,2.704834606
2054,4,2,3,2.704709376
2055,3,4,2,2.705008489
2056,1,4,3,2.704458599
2057,3,3,3,2.703908241
2058,3,4,1,2.703782405
2059,3,2,4,2.703231293
2060,4,1,3,2.703530413
2061,4,4,4,2.704255319
2062,1,3,2,2.703703704
2063,3,1,3,2.703577513
2064,4,1,3,2.704303366
2065,2,4,3,2.705029838
2066,3,1,3,2.704477612
2067,1,3,2,2.705204778
2068,4,4,2,2.705078959
2069,1,3,2,2.704526046
2070,3,3,3,2.704399829
2071,4,3,3,2.704273504
2072,2,4,2,2.704147071
2073,3,4,3,2.703592814
2074,3,1,3,2.703038083
2075,4,3,3,2.703767123
2076,2,3,3,2.703640257
2077,1,1,1,2.703513282
2078,3,1,3,2.704243463
2079,2,2,3,2.704974271
2080,4,1,NA,2.705276705
2081,4,1,3,2.706008584
2082,4,2,3,2.706741091
2083,3,1,3,2.707044674
2084,4,2,1,2.707778255
2085,2,3,2,2.708082545
2086,3,3,3,2.707956989
2087,3,3,2,2.707831325
2088,4,4,3,2.707705553
2089,3,4,3,2.707149009
2090,4,4,2,2.706591986
2091,4,1,4,2.706034483
2092,2,4,3,2.70677016
2093,3,2,3,2.706212252
2094,4,3,3,2.706517048
2095,3,1,3,2.706390328
2096,1,4,3,2.70712743
2097,2,2,4,2.706568712
2098,3,4,3,2.706874189
2099,4,2,3,2.706314879
2100,1,1,3,2.706620511
2101,3,4,2,2.707359307
2102,1,1,2,2.70679948
2103,4,3,1,2.707538995
2104,1,4,3,2.707412224
2105,1,2,4,2.706851691
2106,1,4,3,2.707158351
2107,4,4,3,2.706597222
2108,3,1,2,2.706035606
2109,3,1,3,2.706776716
2110,3,4,3,2.70751847
2111,3,4,3,2.706956522
2112,1,3,4,2.706394084
2113,3,2,2,2.706266319
2114,4,2,2,2.706573792
2115,1,3,3,2.706881533
2116,3,4,3,2.706753813
2117,4,4,4,2.706190061
2118,4,4,2,2.705625818
2119,3,3,2,2.705061082
2120,2,2,3,2.704932344
2121,4,3,3,2.705240175
2122,2,4,3,2.705111402
2123,4,3,3,2.704545455
2124,3,4,3,2.704416266
2125,3,4,2,2.703849519
2126,1,2,3,2.703282276
2127,4,2,3,2.703590193
2128,1,3,1,2.703898379
2129,4,2,3,2.703768624
2130,3,1,3,2.704077159
2131,4,2,2,2.704824561
2132,4,4,2,2.705133831
2133,3,2,4,2.704565408
2134,4,3,2,2.704874835
2135,3,1,2,2.704745167
2136,3,2,4,2.705494505
2137,3,3,3,2.705804749
2138,2,2,3,2.705675319
2139,4,4,4,2.705985915
2140,3,2,3,2.705416116
2141,1,4,3,2.705726872
2142,4,4,3,2.705156457
2143,2,3,NA,2.704585538
2144,3,3,3,2.704455227
2145,2,3,3,2.704324801
2146,4,1,2,2.70419426
2147,4,2,2,2.704946996
2148,3,4,4,2.705258506
2149,NA,2,3,2.704686118
2150,3,2,3,2.704997789
2151,1,3,3,2.705309735
2152,4,3,3,2.705179283
2153,3,1,3,2.705048716
2154,1,4,3,2.705804165
2155,4,3,3,2.705230496
2156,4,1,4,2.705099778
2157,3,4,3,2.705856256
2158,4,1,3,2.705281846
2159,4,2,3,2.706039076
2160,2,2,2,2.706352732
2161,2,1,3,2.706666667
2162,1,3,3,2.707425522
2163,4,3,2,2.707295374
2164,3,2,3,2.707165109
2165,4,2,4,2.707479964
2166,1,1,4,2.7077951
2167,3,3,2,2.70855615
2168,4,3,3,2.708426215
2169,4,2,3,2.708296164
2170,3,3,3,2.708612227
2171,4,4,2,2.708482143
2172,3,4,3,2.707905315
2173,3,1,3,2.707327971
2174,3,3,3,2.708091194
2175,3,2,3,2.707960644
2176,2,1,3,2.708277405
2177,3,1,4,2.709042077
2178,4,4,2,2.709807434
2179,3,1,2,2.709229391
2180,2,2,3,2.709995518
2181,1,1,2,2.710313901
2182,4,4,3,2.711081202
2183,3,NA,3,2.710502693
2184,4,2,2,2.711719802
2185,4,4,4,2.712039533
2186,4,4,3,2.711460674
2187,4,4,3,2.710881295
2188,1,3,2,2.710301395
2189,4,2,3,2.710171017
2190,1,3,3,2.71049077
2191,2,3,3,2.71036036
2192,2,3,3,2.710229833
2193,3,4,4,2.710099188
2194,4,3,2,2.709517366
2195,4,3,3,2.709386282
2196,3,4,4,2.709255079
2197,3,1,3,2.708672087
2198,4,3,2,2.709444193
2199,1,4,4,2.709312839
2200,2,2,3,2.708729082
2201,4,4,2,2.709049774
2202,3,3,3,2.708465369
2203,2,4,4,2.708333333
2204,3,2,2,2.707748074
2205,3,3,3,2.708068903
2206,1,3,2,2.707936508
2207,4,3,2,2.707803993
2208,1,3,1,2.707671357
2209,4,4,3,2.707538601
2210,4,3,3,2.706951386
2211,1,4,3,2.706818182
2212,3,1,3,2.706230105
2213,3,1,1,2.707006369
2214,1,3,3,2.707783341
2215,3,4,3,2.707650273
2216,1,4,2,2.707061503
2217,3,1,3,2.706472197
2218,2,1,2,2.707250342
2219,1,1,3,2.708029197
2220,3,4,3,2.708808763
2221,4,4,2,2.708219178
2222,4,1,3,2.707629054
2223,2,4,4,2.708409506
2224,1,2,3,2.70781893
2225,2,3,3,2.708142726
2226,4,1,3,2.708009153
2227,1,2,NA,2.708791209
2228,4,1,3,2.709115896
2229,1,2,4,2.709899175
2230,2,1,4,2.710224668
2231,1,4,2,2.711009174
2232,3,1,2,2.710417623
2233,1,4,2,2.711202938
2234,1,1,3,2.710610932
2235,3,3,1,2.711397059
2236,1,1,4,2.711264368
2237,1,3,4,2.712051518
2238,4,3,3,2.711919006
2239,4,4,2,2.711786372
2240,4,2,2,2.711192999
2241,2,3,2,2.711520737
2242,3,3,4,2.711387736
2243,1,4,3,2.711254613
2244,1,4,4,2.710659898
2245,1,1,4,2.710064635
2246,3,2,3,2.710854503
2247,2,1,3,2.711182994
2248,4,2,3,2.71197411
2249,2,4,1,2.712303423
2250,2,4,4,2.711707543
2251,3,1,3,2.711111111
2252,1,3,3,2.711903659
2253,4,2,3,2.711770158
2254,4,1,3,2.712100139
2255,3,3,3,2.712894249
2256,4,2,2,2.712761021
2257,1,3,2,2.713091922
2258,3,3,4,2.712958662
2259,4,2,2,2.712825279
2260,4,1,3,2.713156671
2261,4,1,3,2.713953488
2262,4,3,2,2.714751047
2263,1,4,3,2.71461825
2264,1,3,2,2.714019562
2265,3,3,2,2.7138863
2266,2,3,2,2.713752914
2267,3,2,3,2.713619403
2268,2,1,2,2.713952403
2269,1,3,4,2.714752568
2270,1,2,1,2.714619337
2271,1,2,4,2.714953271
2272,4,3,3,2.715287518
2273,2,1,2,2.71515435
2274,4,2,3,2.715956949
2275,2,3,2,2.716292135
2276,3,3,3,2.716159251
2277,3,3,4,2.716026242
2278,4,3,3,2.715893108
2279,1,2,3,2.71575985
2280,3,3,2,2.71609573
2281,3,1,2,2.715962441
2282,1,3,1,2.716768436
2283,3,1,3,2.716635338
2284,3,1,3,2.717442407
2285,4,2,3,2.718250235
2286,3,2,2,2.718588235
2287,4,3,3,2.718926554
2288,3,4,4,2.718794159
2289,2,4,3,2.718190386
2290,1,1,1,2.717586044
2291,4,1,4,2.718396226
2292,2,2,3,2.719207173
2293,3,2,4,2.719546742
2294,4,2,1,2.719886632
2295,1,3,3,2.720226843
2296,4,1,1,2.720094563
2297,4,3,3,2.720908231
2298,4,3,1,2.720776148
2299,3,4,3,2.720643939
2300,2,3,3,2.720037897
2301,3,2,3,2.719905213
2302,1,4,3,2.720246562
2303,3,1,3,2.719639469
2304,4,2,3,2.720455624
2305,4,4,3,2.720797721
2306,4,4,1,2.720190024
2307,1,1,4,2.719581749
2308,2,3,3,2.720399429
2309,3,4,3,2.720266413
2310,3,1,3,2.719657306
2311,4,4,NA,2.72047619
2312,1,2,3,2.719866603
2313,2,3,3,2.720209724
2314,4,2,3,2.720076299
2315,3,4,2,2.720419847
2316,3,3,3,2.719809069
2317,3,3,2,2.719675263
2318,1,1,1,2.719541328
2319,2,1,3,2.720363289
2320,3,3,3,2.721186035
2321,4,1,3,2.721052632
2322,3,2,3,2.721876496
2323,1,1,3,2.722222222
2324,3,4,3,2.723047437
2325,3,2,3,2.722435283
2326,4,1,2,2.722781775
2327,3,1,2,2.723608445
2328,1,4,1,2.72443591
2329,3,4,3,2.723823247
2330,2,4,2,2.723209995
2331,1,4,3,2.722596154
2332,3,2,3,2.721981722
2333,2,2,4,2.722329163
2334,2,3,3,2.722676938
2335,2,1,3,2.722543353
2336,1,3,3,2.723373494
2337,4,3,3,2.723240116
2338,1,4,4,2.723106609
2339,3,3,3,2.722490347
2340,4,3,3,2.72235635
2341,1,1,3,2.722222222
2342,4,4,3,2.723054616
2343,2,3,2,2.722437137
2344,4,3,2,2.722302854
2345,4,1,3,2.722168441
2346,4,2,3,2.723002421
2347,3,4,2,2.723352713
2348,4,1,1,2.722733883
2349,3,2,3,2.72356935
2350,2,3,2,2.723920427
2351,2,3,3,2.723786408
2352,2,4,3,2.723652258
2353,2,4,2,2.72303207
2354,2,2,2,2.722411279
2355,3,1,3,2.722762646
2356,1,1,3,2.723600973
2357,4,1,3,2.724440117
2358,3,3,3,2.725280078
2359,3,4,3,2.725146199
2360,3,1,2,2.724524622
2361,2,1,3,2.725365854
2362,4,1,3,2.726207906
2363,2,1,3,2.727050781
2364,2,1,2,2.72789448
2365,3,4,3,2.728739003
2366,2,4,4,2.728117359
2367,4,3,3,2.727495108
2368,3,3,3,2.727361723
2369,1,3,3,2.727228208
2370,3,3,3,2.727094561
2371,3,3,2,2.726960784
2372,1,3,1,2.726826876
2373,4,4,3,2.726692836
2374,4,3,4,2.726067747
2375,4,1,3,2.725933202
2376,2,2,1,2.726781327
2377,3,4,2,2.727138643
2378,1,4,3,2.726512543
2379,3,4,3,2.725885827
2380,NA,4,2,2.725258493
2381,1,4,3,2.724630542
2382,2,3,3,2.724001971
2383,4,4,2,2.723865878
2384,1,1,1,2.72323631
2385,3,3,3,2.724086871
2386,2,1,3,2.723950617
2387,4,3,3,2.724802372
2388,4,2,3,2.724666337
2389,1,2,3,2.725024728
2390,4,1,3,2.725383474
2391,3,3,3,2.726237624
2392,4,2,3,2.726102031
2393,1,2,3,2.726461843
2394,3,3,3,2.726822013
2395,4,3,NA,2.726686508
2396,4,1,3,2.726550868
2397,2,3,3,2.727408143
2398,3,3,3,2.727272727
2399,4,4,4,2.727137177
2400,4,4,4,2.726504227
2401,1,2,2,2.725870647
2402,4,4,3,2.726231956
2403,4,2,2,2.72559761
2404,1,4,3,2.725959143
2405,4,1,2,2.725324028
2406,4,2,3,2.726184539
2407,2,2,3,2.726546906
2408,3,3,3,2.726909636
2409,4,3,3,2.726773227
2410,4,1,3,2.726636682
2411,3,4,3,2.7275
2412,1,3,2,2.726863432
2413,3,4,3,2.726726727
2414,4,3,3,2.726089134
2415,4,3,2,2.725951904
2416,2,4,3,2.725814536
2417,4,3,3,2.725175527
2418,4,2,3,2.725037632
2419,4,4,3,2.725401606
2420,1,2,3,2.724761426
2421,2,4,4,2.725125628
2422,3,4,4,2.724484666
2423,2,2,3,2.723843058
2424,3,4,2,2.724207348
2425,2,4,3,2.723564955
2426,3,4,3,2.722921914
2427,3,4,3,2.722278226
2428,1,4,4,2.721633888
2429,4,4,3,2.7209889
2430,3,3,3,2.720343261
2431,4,3,3,2.72020202
2432,4,3,3,2.720060637
2433,3,4,2,2.71991911
2434,3,3,2,2.719271624
2435,4,3,3,2.719129555
2436,3,3,1,2.718987342
2437,4,3,4,2.718844985
2438,4,2,3,2.718702484
2439,1,3,2,2.719066937
2440,2,3,4,2.718924404
2441,3,2,3,2.718781726
2442,2,1,3,2.719146775
2443,2,1,4,2.720020325
2444,3,2,3,2.720894764
2445,4,3,3,2.721261445
2446,2,4,2,2.721119593
2447,3,2,1,2.720468432
2448,3,4,2,2.720835456
2449,2,1,3,2.720183486
2450,1,2,3,2.721060683
2451,3,2,1,2.721428571
2452,4,4,2,2.721796835
2453,4,4,3,2.721144025
2454,4,3,1,2.720490547
2455,2,2,2,2.720347648
2456,3,3,4,2.720716113
2457,4,1,3,2.720573183
2458,1,4,3,2.721454173
2459,3,4,2,2.72079918
2460,1,3,3,2.720143516
2461,3,4,2,2.72
2462,2,2,3,2.719343253
2463,4,3,4,2.719712526
2464,3,1,3,2.719568567
2465,4,4,3,2.72045221
2466,4,2,2,2.719794344
2467,4,4,4,2.720164609
2468,1,1,2,2.719505919
2469,3,2,2,2.720391349
2470,1,3,3,2.720762494
2471,4,1,3,2.720618557
2472,3,3,3,2.721505931
2473,2,2,3,2.721362229
2474,2,4,3,2.721734641
2475,3,3,3,2.72107438
2476,2,2,2,2.720930233
2477,3,NA,3,2.721302999
2478,4,2,2,2.722710812
2479,3,1,NA,2.723084886
2480,4,3,3,2.723977214
2481,1,3,2,2.723834197
2482,2,4,3,2.723691032
2483,4,4,3,2.723029046
2484,2,2,3,2.722366373
2485,4,3,3,2.722741433
2486,3,1,3,2.722597403
2487,1,4,3,2.723492723
2488,1,3,3,2.722828913
2489,2,2,3,2.722684703
2490,3,4,3,2.723060906
2491,4,1,3,2.722395833
2492,3,2,2,2.723293382
2493,3,2,2,2.72367049
2494,3,4,3,2.724047992
2495,4,1,3,2.723382046
2496,3,4,4,2.724281984
2497,3,3,3,2.723615465
2498,2,2,3,2.723470988
2499,3,1,2,2.723849372
2500,2,1,2,2.724751439
2501,2,4,3,2.72565445
2502,1,2,3,2.724986904
2503,4,1,2,2.725366876
2504,4,1,1,2.726271631
2505,3,4,3,2.727177335
2506,1,3,2,2.726509186
2507,2,2,1,2.726365546
2508,3,3,4,2.726747241
2509,1,3,3,2.726603575
2510,4,2,3,2.726459758
2511,4,2,4,2.726842105
2512,3,4,3,2.727224855
2513,2,3,3,2.726554268
2514,2,2,2,2.726410121
2515,2,3,4,2.726793249
2516,3,2,3,2.726649077
2517,2,1,3,2.727032735
2518,4,4,2,2.727945061
2519,1,1,3,2.727272727
2520,3,1,3,2.728186145
2521,2,4,2,2.729100529
2522,3,4,3,2.72842774
2523,1,3,3,2.727754237
2524,2,3,1,2.727609963
2525,4,1,3,2.727465536
2526,1,1,3,2.728381963
2527,3,3,4,2.729299363
2528,4,2,3,2.729155603
2529,1,4,3,2.729543039
2530,4,4,2,2.728867624
2531,4,4,4,2.728191489
2532,4,4,4,2.727514635
2533,3,3,2,2.726837061
2534,2,3,3,2.726691529
2535,4,4,2,2.726545842
2536,3,4,3,2.725866667
2537,4,3,3,2.725186766
2538,4,3,3,2.725040043
2539,3,2,2,2.724893162
2540,1,1,3,2.725280599
2541,2,3,3,2.726203209
2542,4,2,3,2.726056715
2543,1,3,3,2.726445396
2544,4,2,3,2.726298875
2545,4,4,2,2.726688103
2546,3,2,3,2.726005362
2547,4,1,2,2.72639485
2548,4,4,3,2.727321524
2549,2,4,4,2.726638024
2550,2,2,3,2.725953788
2551,2,4,2,2.726344086
2552,4,2,3,2.725658956
2553,2,3,3,2.726049516
2554,2,3,3,2.725901992
2555,3,4,3,2.72575431
2556,4,1,3,2.725067385
2557,4,1,3,2.725997843
2558,4,2,3,2.726929304
2559,2,4,2,2.727321814
2560,2,4,2,2.726634252
2561,1,1,3,2.725945946
2562,2,3,2,2.726879394
2563,1,3,2,2.726731602
2564,4,4,3,2.726583649
2565,2,1,3,2.725893824
2566,4,1,3,2.726829268
2567,1,4,3,2.727765727
2568,3,2,1,2.727075421
2569,NA,2,3,2.727470141
2570,3,1,4,2.727865291
2571,3,4,3,2.728804348
2572,4,4,2,2.728113105
2573,1,3,2,2.72742111
2574,3,4,3,2.727272727
2575,2,3,3,2.726579521
2576,2,3,2,2.726430518
2577,3,4,3,2.726281352
2578,3,1,3,2.72558647
2579,1,3,3,2.726528384
2580,2,2,2,2.726379028
2581,3,4,3,2.726775956
2582,4,3,3,2.726079825
2583,3,2,4,2.725929978
2584,4,1,NA,2.726327313
2585,1,1,3,2.727272727
2586,4,2,3,2.728219178
2587,4,4,2,2.728618421
2588,1,3,3,2.727921009
2589,2,4,4,2.727771679
2590,2,4,3,2.727073037
2591,2,4,3,2.726373626
2592,1,2,3,2.725673447
2593,2,1,1,2.726072607
2594,3,3,2,2.727022565
2595,3,1,4,2.726872247
2596,1,2,3,2.727823691
2597,1,4,2,2.728224917
2598,4,3,2,2.727523442
2599,3,1,2,2.727373068
2600,1,1,2,2.728326891
2601,3,4,3,2.729281768
2602,4,1,3,2.728579326
2603,3,4,2,2.729535398
2604,1,1,2,2.728832319
2605,3,4,3,2.72978959
2606,4,4,3,2.729085873
2607,4,4,3,2.728381375
2608,1,4,3,2.727676095
2609,1,1,2,2.726970033
2610,1,3,2,2.727928928
2611,4,3,3,2.727777778
2612,1,3,3,2.727626459
2613,4,2,3,2.727474972
2614,3,2,3,2.7278798
2615,4,4,3,2.728285078
2616,2,1,3,2.727576602
2617,4,3,3,2.728539576
2618,3,3,4,2.728388176
2619,3,1,3,2.728236607
2620,2,3,2,2.729201563
2621,4,4,4,2.729050279
2622,4,3,4,2.728339855
2623,2,2,3,2.728187919
2624,3,2,3,2.728595411
2625,4,2,2,2.729003359
2626,4,3,2,2.729411765
2627,1,3,3,2.72926009
2628,2,3,2,2.729108245
2629,4,2,3,2.728956229
2630,1,3,3,2.729365525
2631,1,3,3,2.729213483
2632,4,1,2,2.72906127
2633,4,4,3,2.730033746
2634,3,2,1,2.729319077
2635,4,3,3,2.72972973
2636,4,3,4,2.729577465
2637,2,3,3,2.729425028
2638,2,4,3,2.72927242
2639,3,2,3,2.728555305
2640,1,4,2,2.728966685
2641,2,2,3,2.728248588
2642,1,4,3,2.72866026
2643,2,3,3,2.727941176
2644,3,4,3,2.72778721
2645,3,4,3,2.727066818
2646,1,3,2,2.726345609
2647,1,4,2,2.726190476
2648,2,4,3,2.725467952
2649,3,1,3,2.724744608
2650,4,4,2,2.72572402
2651,4,1,2,2.725
2652,1,4,3,2.725980671
2653,4,2,3,2.725255973
2654,3,3,2,2.725668754
2655,1,4,4,2.725512528
2656,1,3,2,2.724786325
2657,4,3,1,2.724629418
2658,1,2,3,2.724472333
2659,4,3,3,2.724885845
2660,4,4,2,2.724728726
2661,3,2,3,2.724
2662,4,1,3,2.724413951
2663,3,4,3,2.725400458
2664,1,4,3,2.724670864
2665,2,3,3,2.723940435
2666,2,4,2,2.723782235
2667,4,3,3,2.723050459
2668,3,3,3,2.722891566
2669,3,3,4,2.722732491
2670,3,3,3,2.722573234
2671,3,4,3,2.722413793
2672,4,2,3,2.721679126
2673,4,1,1,2.722094361
2674,4,1,3,2.72308578
2675,2,4,2,2.724078341
2676,2,1,3,2.723342939
2677,4,3,3,2.724336794
2678,3,4,3,2.724177726
2679,4,1,3,2.723441109
2680,2,2,3,2.724436742
2681,4,2,2,2.724855491
2682,2,3,4,2.725274725
2683,2,4,1,2.725115741
2684,3,2,3,2.724377533
2685,4,3,3,2.724797219
2686,4,3,3,2.724637681
2687,1,2,3,2.724477958
2688,4,4,2,2.724898433
2689,3,1,2,2.724157956
2690,4,3,3,2.725159791
2691,4,3,3,2.725
2692,3,3,2,2.724840023
2693,1,2,3,2.72467986
2694,4,3,3,2.725101922
2695,1,3,2,2.724941725
2696,2,4,3,2.724781341
2697,3,3,3,2.72403734
2698,2,1,3,2.723876241
2699,1,2,2,2.724883178
2700,4,4,2,2.725306838
2701,1,4,3,2.724561404
2702,4,4,3,2.723815097
2703,1,3,2,2.723067916
2704,3,1,3,2.722905682
2705,1,2,3,2.723915592
2706,3,4,3,2.724340176
2707,2,1,3,2.723591549
2708,3,NA,2,2.724603641
2709,2,1,3,2.726204465
2710,3,2,NA,2.727219283
2711,1,4,3,2.727647059
2712,2,1,2,2.726898175
2713,3,4,3,2.727915194
2714,4,4,4,2.727165586
2715,4,3,3,2.726415094
2716,4,4,4,2.726253687
2717,2,4,2,2.725501771
2718,4,3,2,2.724748966
2719,1,3,3,2.724586288
2720,4,4,3,2.724423418
2721,2,1,4,2.723668639
2722,3,1,3,2.724689165
2723,3,4,3,2.7257109
2724,4,1,3,2.724955542
2725,1,3,2,2.725978648
2726,4,3,3,2.725816024
2727,3,4,3,2.725653207
2728,2,3,3,2.724896019
2729,2,3,3,2.724732461
2730,2,2,3,2.724568709
2731,1,4,3,2.725
2732,4,4,3,2.724240619
2733,1,3,3,2.723480334
2734,3,3,2,2.723315444
2735,2,1,2,2.723150358
2736,3,1,3,2.724179104
2737,NA,4,2,2.72520908
2738,1,4,3,2.724447101
2739,2,1,2,2.723684211
2740,3,1,3,2.724715739
2741,4,4,2,2.725748503
2742,1,3,4,2.724985021
2743,1,4,3,2.724820144
2744,4,4,3,2.724055189
2745,2,3,2,2.723289316
2746,1,1,2,2.723123123
2747,3,3,3,2.724158654
2748,4,3,3,2.723992784
2749,2,2,3,2.723826715
2750,2,1,3,2.724262492
2751,2,1,2,2.725301205
2752,4,3,2,2.726341169
2753,1,3,2,2.726176116
2754,3,2,3,2.726010863
2755,3,2,3,2.726449275
2756,2,2,3,2.726888218
2757,2,4,3,2.72732769
2758,3,4,3,2.726557774
2759,3,1,3,2.725786925
2760,4,1,4,2.726832223
2761,1,3,4,2.727878788
2762,2,2,3,2.727713766
2763,4,4,2,2.72815534
2764,2,3,3,2.727383121
2765,1,4,3,2.727217497
2766,2,4,3,2.726443769
2767,1,2,3,2.7256691
2768,4,4,2,2.726110773
2769,3,1,3,2.725334957
2770,4,4,3,2.72638635
2771,3,4,3,2.725609756
2772,3,4,3,2.724832215
2773,3,2,2,2.724053724
2774,3,4,1,2.724496029
2775,3,2,2,2.723716381
2776,3,1,2,2.724159021
2777,2,3,3,2.725214198
2778,1,3,1,2.725045928
2779,1,3,2,2.724877451
2780,2,3,4,2.724708768
2781,4,3,2,2.724539877
2782,2,2,4,2.72437078
2783,3,1,3,2.724815725
2784,4,1,3,2.725875845
2785,4,4,3,2.726937269
2786,1,3,3,2.726153846
2787,3,4,4,2.725985222
2788,3,4,3,2.725200246
2789,1,2,2,2.724414303
2790,3,3,3,2.724861197
2791,4,4,3,2.724691358
2792,2,4,3,2.723903644
2793,1,1,2,2.723114957
2794,1,3,3,2.724180581
2795,4,4,3,2.724009901
2796,2,3,3,2.723219814
2797,3,2,3,2.723048327
2798,3,4,3,2.72349659
2799,3,1,3,2.722704715
2800,2,4,3,2.723774053
2801,1,4,3,2.722981366
2802,3,4,4,2.722187694
2803,1,3,2,2.721393035
2804,3,2,4,2.721219664
2805,2,2,3,2.721668742
2806,1,3,3,2.72211838
2807,2,3,2,2.721945137
2808,3,2,2,2.721771678
2809,4,4,2,2.722222222
2810,4,3,2,2.72142411
2811,3,4,3,2.72125
2812,3,1,2,2.720450281
2813,2,3,3,2.721526909
2814,3,4,3,2.721352536
2815,2,3,3,2.720551378
2816,3,3,3,2.720376176
2817,3,3,3,2.720200753
2818,2,2,3,2.72002511
2819,1,4,3,2.720477387
2820,4,3,4,2.719673162
2821,1,3,3,2.719496855
2822,3,4,1,2.719320327
2823,1,1,4,2.718513854
2824,3,4,2,2.719596723
2825,4,3,3,2.718789407
2826,1,3,2,2.718611987
2827,4,4,4,2.718434343
2828,4,1,3,2.717624763
2829,2,4,3,2.718710493
2830,4,1,2,2.717900063
2831,3,1,3,2.718987342
2832,2,2,3,2.720075997
2833,2,2,3,2.720532319
2834,3,2,3,2.72098922
2835,2,3,1,2.721446701
2836,2,2,1,2.721269841
2837,2,4,3,2.721728081
2838,4,3,3,2.720915448
2839,2,3,3,2.720737913
2840,2,2,2,2.720560153
2841,3,4,2,2.721019108
2842,3,3,3,2.720203952
2843,3,4,3,2.72002551
2844,4,2,1,2.719208679
2845,3,4,1,2.719667944
2846,3,4,1,2.71884984
2847,3,3,2,2.718030691
2848,3,2,3,2.717850288
2849,1,3,3,2.718309859
